400,0.21399
410,0.22598
420,0.23756
430,0.2472
440,0.25617
450,0.26476
460,0.27172
470,0.27867
480,0.28577
490,0.29248
500,0.29893
510,0.30479
520,0.31076
530,0.3167
540,0.32217
550,0.3281
560,0.33366
570,0.33894
580,0.34411
590,0.34946
600,0.35481
610,0.35978
620,0.36517
630,0.37002
640,0.37566
650,0.38012
660,0.38526
670,0.39084
680,0.39587
690,0.40074
700,0.40573
710,0.41064
720,0.41575
730,0.42149
740,0.42586
750,0.4317
760,0.43603
770,0.44086
780,0.4462
790,0.45139
800,0.45747
810,0.46192
820,0.46596
830,0.4715
840,0.47695
850,0.48235
860,0.48739
870,0.49343
880,0.49782
890,0.50335
900,0.50832
910,0.51551
920,0.52125
930,0.52439
940,0.53136
950,0.53829
960,0.54431
970,0.54466
980,0.54449
990,0.54621
1000,0.54312
1010,0.53745
1020,0.52552
1030,0.5056
1040,0.47449
1050,0.43049
1060,0.37887
1070,0.33053
1080,0.28637
1090,0.24605
1100,0.20675
